Date,Station,Category,Value
2005-09-04,Changi,Max Humidity,100.00
2005-09-04,Changi,Min Temperature,24.00
2005-09-05,Changi,Max Humidity,100.00
2005-09-07,Changi,Min Humidity,58.78
2005-09-08,Changi,Max Humidity,100.00
2005-09-08,Changi,Min Humidity,58.78
2005-09-11,Changi,Max Humidity,100.00
2005-09-11,Changi,Max Temperature,33.00
2005-09-12,Changi,Max Humidity,100.00
2005-09-12,Changi,Min Temperature,24.00
2005-09-13,Changi,Max Humidity,100.00
2005-09-14,Changi,Min Humidity,58.78
2005-09-15,Changi,Max Temperature,33.00
2005-09-18,Changi,Max Humidity,100.00
2005-09-18,Changi,Min Temperature,24.00
2005-09-19,Changi,Max Humidity,100.00
2005-09-19,Changi,Min Temperature,24.00
2005-09-20,Changi,Max Humidity,100.00
2005-09-20,Changi,Min Temperature,24.00
2005-09-21,Changi,Max Humidity,100.00
2005-09-21,Changi,Min Temperature,24.00
2005-09-22,Changi,Max Humidity,100.00
2005-09-23,Changi,Max Humidity,100.00
2005-09-29,Changi,Max Humidity,100.00
2005-09-29,Changi,Max Temperature,33.00
2005-09-30,Changi,Max Humidity,100.00
2005-10-02,Changi,Max Humidity,100.00
2005-10-02,Changi,Min Humidity,55.29
2005-10-04,Changi,Max Humidity,100.00
2005-10-05,Changi,Max Humidity,100.00
2005-10-06,Changi,Max Humidity,100.00
2005-10-11,Changi,Min Humidity,55.29
2005-10-14,Changi,Max Humidity,100.00
2005-10-15,Changi,Max Humidity,100.00
2005-10-16,Changi,Max Humidity,100.00
2005-10-17,Changi,Max Humidity,100.00
2005-10-18,Changi,Max Humidity,100.00
2005-10-19,Changi,Max Humidity,100.00
2005-10-22,Changi,Max Humidity,100.00
2005-10-23,Changi,Max Humidity,100.00
2005-10-25,Changi,Max Humidity,100.00
2005-10-26,Changi,Max Humidity,100.00
2005-10-27,Changi,Max Humidity,100.00
2005-10-27,Changi,Min Temperature,23.00
2005-10-28,Changi,Max Humidity,100.00
2005-10-28,Changi,Min Temperature,23.00
2005-10-29,Changi,Max Humidity,100.00
2005-10-30,Changi,Max Temperature,33.00
2005-11-01,Changi,Max Temperature,34.00
2005-11-01,Changi,Min Humidity,55.77
2005-11-02,Changi,Max Humidity,100.00
2005-11-03,Changi,Max Humidity,100.00
2005-11-04,Changi,Max Humidity,100.00
2005-11-04,Changi,Min Temperature,23.00
2005-11-05,Changi,Max Humidity,100.00
2005-11-06,Changi,Max Humidity,100.00
2005-11-07,Changi,Max Humidity,100.00
2005-11-09,Changi,Max Humidity,100.00
2005-11-10,Changi,Max Humidity,100.00
2005-11-11,Changi,Max Humidity,100.00
2005-11-12,Changi,Max Humidity,100.00
2005-11-15,Changi,Max Humidity,100.00
2005-11-17,Changi,Max Humidity,100.00
2005-11-17,Changi,Min Temperature,23.00
2005-11-18,Changi,Max Humidity,100.00
2005-11-20,Changi,Max Humidity,100.00
2005-11-21,Changi,Max Humidity,100.00
2005-11-22,Changi,Max Humidity,100.00
2005-11-23,Changi,Max Humidity,100.00
2005-11-23,Changi,Min Temperature,23.00
2005-11-24,Changi,Max Humidity,100.00
2005-11-25,Changi,Max Humidity,100.00
2005-11-25,Changi,Min Temperature,23.00
2005-11-26,Changi,Max Humidity,100.00
2005-11-27,Changi,Max Humidity,100.00
2005-11-29,Changi,Max Humidity,100.00
2005-11-29,Changi,Min Humidity,55.77
2005-11-30,Changi,Max Humidity,100.00
2005-12-02,Changi,Max Humidity,100.00
2005-12-03,Changi,Max Humidity,100.00
2005-12-04,Changi,Max Humidity,100.00
2005-12-05,Changi,Max Humidity,100.00
2005-12-08,Changi,Max Humidity,100.00
2005-12-09,Changi,Max Humidity,100.00
2005-12-10,Changi,Max Humidity,100.00
2005-12-11,Changi,Max Humidity,100.00
2005-12-12,Changi,Max Humidity,100.00
2005-12-14,Changi,Max Humidity,100.00
2005-12-16,Changi,Max Humidity,100.00
2005-12-16,Changi,Max Temperature,34.00
2005-12-16,Changi,Min Humidity,52.73
2005-12-17,Changi,Max Humidity,100.00
2005-12-18,Changi,Max Humidity,100.00
2005-12-22,Changi,Max Humidity,100.00
2005-12-23,Changi,Max Humidity,100.00
2005-12-24,Changi,Max Humidity,100.00
2005-12-25,Changi,Max Humidity,100.00
2005-12-25,Changi,Min Temperature,22.00
2005-12-31,Changi,Max Humidity,100.00
2015-01-04,Changi,Max Temperature,32.00
2015-01-05,Changi,Max Temperature,32.00
2015-01-06,Changi,Max Humidity,100.00
2015-01-06,Changi,Min Temperature,24.00
2015-01-07,Changi,Max Humidity,100.00
2015-01-07,Changi,Min Temperature,24.00
2015-01-09,Changi,Min Temperature,24.00
2015-01-10,Changi,Min Temperature,24.00
2015-01-16,Changi,Min Temperature,24.00
2015-01-17,Changi,Min Temperature,24.00
2015-01-18,Changi,Min Temperature,24.00
2015-01-28,Changi,Max Temperature,32.00
2015-01-28,Changi,Min Temperature,24.00
2015-01-31,Changi,Min Humidity,51.98
2015-02-06,Changi,Max Humidity,100.00
2015-02-12,Changi,Min Temperature,23.00
2015-02-19,Changi,Max Humidity,100.00
2015-02-19,Changi,Min Temperature,23.00
2015-02-23,Changi,Max Temperature,33.00
2015-02-27,Changi,Max Temperature,33.00
2015-02-27,Changi,Min Humidity,49.36
2015-02-28,Changi,Max Temperature,33.00
2015-03-04,Changi,Max Temperature,34.00
2015-03-04,Changi,Min Temperature,24.00
2015-03-06,Changi,Min Temperature,24.00
2015-03-07,Changi,Min Humidity,46.41
2015-03-11,Changi,Max Humidity,100.00
2015-03-11,Changi,Min Temperature,24.00
2015-03-22,Changi,Min Temperature,24.00
2015-04-01,Changi,Max Humidity,100.00
2015-04-02,Changi,Max Humidity,100.00
2015-04-08,Changi,Max Temperature,34.00
2015-04-17,Changi,Max Temperature,34.00
2015-04-18,Changi,Max Temperature,34.00
2015-04-18,Changi,Min Humidity,49.36
2015-04-19,Changi,Max Humidity,100.00
2015-04-19,Changi,Min Temperature,24.00
2015-04-24,Changi,Max Temperature,34.00
2015-05-01,Changi,Max Humidity,100.00
2015-05-03,Changi,Max Humidity,100.00
2015-05-03,Changi,Min Temperature,24.00
2015-05-05,Changi,Max Humidity,100.00
2015-05-14,Changi,Max Temperature,34.00
2015-05-14,Changi,Min Humidity,49.62
2015-06-02,Changi,Max Temperature,34.00
2015-06-02,Changi,Min Humidity,43.34
2015-06-05,Changi,Max Temperature,34.00
2015-06-07,Changi,Max Humidity,100.00
2015-06-11,Changi,Max Humidity,100.00
2015-06-14,Changi,Max Humidity,100.00
2015-06-14,Changi,Min Temperature,24.00
2015-07-04,Changi,Max Humidity,100.00
2015-07-04,Changi,Min Temperature,22.00
2015-07-08,Changi,Max Humidity,100.00
2015-07-09,Changi,Max Humidity,100.00
2015-07-14,Changi,Max Humidity,100.00
2015-07-18,Changi,Max Temperature,33.00
2015-07-23,Changi,Min Humidity,55.29
2015-07-24,Changi,Min Humidity,55.29
2015-07-27,Changi,Min Humidity,55.29
2015-08-03,Changi,Max Humidity,100.00
2015-08-03,Changi,Min Temperature,23.00
2015-08-04,Changi,Max Humidity,100.00
2015-08-09,Changi,Max Humidity,100.00
2015-08-09,Changi,Min Temperature,23.00
2015-08-12,Changi,Max Humidity,100.00
2015-08-25,Changi,Max Humidity,100.00
2015-08-26,Changi,Min Humidity,45.88
2015-08-29,Changi,Max Temperature,33.00
2015-09-02,Changi,Max Temperature,33.00
2015-09-09,Changi,Max Humidity,100.00
2015-09-09,Changi,Min Temperature,24.00
2015-09-11,Changi,Max Temperature,33.00
2015-09-15,Changi,Min Temperature,24.00
2015-09-17,Changi,Min Humidity,40.69
2015-09-19,Changi,Max Temperature,33.00
2015-10-02,Changi,Max Humidity,100.00
2015-10-06,Changi,Max Humidity,100.00
2015-10-09,Changi,Max Temperature,33.00
2015-10-12,Changi,Max Temperature,33.00
2015-10-13,Changi,Max Temperature,33.00
2015-10-15,Changi,Max Temperature,33.00
2015-10-17,Changi,Max Temperature,33.00
2015-10-22,Changi,Max Temperature,33.00
2015-10-26,Changi,Max Temperature,33.00
2015-10-26,Changi,Min Humidity,36.08
2015-10-27,Changi,Max Temperature,33.00
2015-10-28,Changi,Max Humidity,100.00
2015-10-28,Changi,Min Temperature,23.00
2015-11-03,Changi,Max Temperature,33.00
2015-11-07,Changi,Max Temperature,33.00
2015-11-12,Changi,Max Humidity,100.00
2015-11-14,Changi,Max Temperature,33.00
2015-11-17,Changi,Min Temperature,24.00
2015-11-23,Changi,Max Temperature,33.00
2015-11-23,Changi,Min Humidity,49.36
2015-11-30,Changi,Max Temperature,33.00
2015-12-01,Changi,Max Humidity,100.00
2015-12-03,Changi,Max Temperature,33.00
2015-12-05,Changi,Max Temperature,33.00
2015-12-09,Changi,Max Humidity,100.00
2015-12-10,Changi,Max Humidity,100.00
2015-12-10,Changi,Min Temperature,23.00
2015-12-11,Changi,Max Humidity,100.00
2015-12-12,Changi,Max Humidity,100.00
2015-12-13,Changi,Max Humidity,100.00
2015-12-14,Changi,Max Humidity,100.00
2015-12-20,Changi,Max Temperature,33.00
2015-12-20,Changi,Min Humidity,49.36
2015-12-21,Changi,Max Temperature,33.00
2015-12-24,Changi,Max Humidity,100.00
2015-12-29,Changi,Max Humidity,100.00
2015-12-31,Changi,Max Humidity,100.00
